"STATION","NAME","DATE","AWND","DAPR","DASF","MDPR","MDSF","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","TSUN","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT18","WT19","WT22"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-11-19","16.33",,,,,,"0.00",,"0.0","0.0","48","51","36",,,"  320","  320",,,"30.0","40.9",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-11-20","9.40",,,,,,"0.00",,"0.0","0.0","37","45","30",,,"  360","   10",,,"19.9","23.0",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-11-21","5.59",,,,,,"0.00",,"0.0","0.0","39","51","27",,,"  110","  140",,,"13.0","15.0",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-11-22","7.61",,,,,,"0.03",,"0.0","0.0","52","58","48",,,"  250","  250",,,"15.0","21.0","    1",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-11-23","17.22",,,,,,"0.00",,"0.0","0.0","47","54","30",,,"  290","  300",,,"31.1","38.9",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-11-24","19.01",,,,,,"0.00",,"0.0","0.0","29","31","23",,,"  320","  300",,,"32.0","46.1",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-11-25","9.40",,,,,,"0.00",,"0.0","0.0","27","37","21",,,"  220","  230",,,"17.0","23.0",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-11-26","5.82",,,,,,"0.57",,"0.0","0.0","35","52","33",,,"   60","  220",,,"16.1","21.9","    1",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-11-27","14.99",,,,,,"1.91",,"0.0","0.0","49","62","34",,,"  310","  180",,,"25.9","36.0",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-11-28","13.65",,,,,,"0.00",,"0.0","0.0","34","37","29",,,"  290","  280",,,"32.0","42.9",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-11-29","8.05",,,,,,"0.00",,"0.0","0.0","34","41","27",,,"  340","  350",,,"17.0","21.9",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-11-30","6.71",,,,,,"0.00",,"0.0","0.0","30","38","23",,,"   10","   10",,,"13.0","15.0",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-01","4.70",,,,,,"0.00",,"0.0","0.0","40","51","32",,,"  240","  260",,,"8.1","10.1",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-02","2.68",,,,,,"0.00",,"0.0","0.0","44","51","38",,,"   30","   20",,,"8.9","12.1",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-03","5.37",,,,,,"0.00",,"0.0","0.0","44","55","36",,,"  270","  260",,,"13.0","16.1",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-04","3.80",,,,,,"0.00",,"0.0","0.0","44","51","36",,,"   30","   60",,,"8.1","8.9",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-05","2.24",,,,,,"0.01",,"0.0","0.0","51","59","47",,,"  240","  250",,,"10.1","13.0",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-06","10.51",,,,,,"0.80",,"0.0","0.0","53","62","37",,,"  320","  310",,,"25.1","32.0",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-07","11.18",,,,,,"0.15",,"0.0","0.0","38","42","31",,,"  320","  350",,,"21.0","25.9","    1",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-08","8.28",,,,,,"0.10",,"0.8","0.0","31","34","27",,,"  330","  310",,,"16.1","19.9",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-09","10.07",,,,,,"0.34",,"0.0","0.0","33","38","30",,,"  260","   40",,,"16.1","21.0",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-10","9.17",,,,,,"0.27",,"2.3","0.0","34","35","27",,,"  240","  260",,,"16.1","21.9",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-11","11.63",,,,,,"0.00",,"0.0","1.2","28","33","23",,,"  260","  250",,,"21.9","25.9",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-12","11.63",,,,,,"0.00",,"0.0","0.0","26","28","20",,,"  320","  320",,,"23.0","25.9",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-13","10.29",,,,,,"0.00",,"0.0","0.0","26","35","17",,,"  260","  260",,,"18.1","31.1",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-14","13.20",,,,,,"0.48",,"4.3","0.0","27","32","20",,,"   20","   30",,,"21.9","23.9",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-15","12.30",,,,,,"0.41",,"0.0","3.1","32","39","30",,,"   20","   30",,,"23.9","29.1",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-16","11.41",,,,,,"0.00",,"0.0","2.0","30","32","23",,,"  270","  270",,,"23.9","31.1",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-17","8.50",,,,,,"0.18",,"2.0","2.0","26","30","23",,,"   10","  360",,,"16.1","19.9",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-18","9.62",,,,,,"0.00",,"0.0","3.1","28","37","21",,,"  280","  280",,,"23.0","28.0",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-19","5.59",,,,,,"0.00",,"0.0","2.0","32","44","23",,,"  220","  260",,,"15.0","19.9",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-20","5.37",,,,,,"0.00",,"0.0","2.0","41","50","33",,,"  230","  220",,,"14.1","18.1",,,,,,,"    1",,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-21","6.93",,,,,,"0.00",,"0.0","0.0","50","64","42",,,"  200","  210",,,"15.0","21.0",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-22","12.97",,,,,,"0.03",,"0.0","0.0","65","71","57",,,"  220","  230",,,"25.1","35.1",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-23","8.50",,,,,,"0.53",,"0.0","0.0","59","62","42",,,"  320","  330",,,"25.1","32.0",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-24","14.09",,,,,,"0.00",,"0.0","0.0","40","43","26",,,"  310","  320",,,"29.1","38.0",,,,,,,"    1",,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-25","8.28",,,,,,"0.00",,"0.0","0.0","26","30","19",,,"  290","  280",,,"29.1","35.1",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-26","5.82",,,,,,"0.00",,"0.0","0.0","31","36","27",,,"  260","  250",,,"19.9","25.1",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-27","7.61",,,,,,"0.00",,"0.0","0.0","34","42","28",,,"  270","  270",,,"18.1","23.9",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-28","10.51",,,,,,"0.00",,"0.0","0.0","39","57","26",,,"  240","  260",,,"23.0","29.1",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-29","8.72",,,,,,"1.32",,"0.0","0.0","43","45","39",,,"   40","  300",,,"23.0","25.9","    1",,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-30","12.30",,,,,,"0.00",,"0.0","0.0","39","46","23",,,"  320","  320",,,"21.9","25.9",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2013-12-31","10.07",,,,,,"0.00",,"0.0","0.0","26","32","20",,,"  270","  280",,,"23.0","29.1",,,,,,,,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2014-01-01","5.59",,,,,,"0.00",,"0.0","0.0","28","33","21",,,"  270","  270",,,"17.0","21.9",,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-01",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-02",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-03",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-04",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-05",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-06",,,,,,,"0.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-07",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-08",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-09",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-10",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-11",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-12",,,,,,,"0.63",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-13",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-14",,,,,,,"0.01",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-15",,,,,,,"0.24",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-16",,,,,,,"0.66",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-17",,,,,,,"0.15",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-18",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-21",,"    3",,"0.00",,,,,,"0.0",,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-22",,,,,,,"0.03",,"0.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-23",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-24",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-25",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-26",,,,,,,"0.02",,"0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-27",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-28",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-29",,,,,,,"0.08",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-01-30",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-02-04",,"    5",,"0.37",,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-02-05",,,,,,,"0.01",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-02-06",,,,,,,"0.01",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-02-07",,,,,,,"0.00",,"0.0",,,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-02-08",,,,,,,"0.02",,"0.0",,,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-02-09",,,,,,,"1.34",,"4.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-02-10",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-02-11",,,,,,,"0.03",,"0.0",,,,,,,,,"0.6","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-02-12",,,,,,,"0.17",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-02-13",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-02-14",,,,,,,"0.07",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-02-15",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-02-16",,,,,,,"0.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-02-17",,,,,,,"0.00",,"0.0",,,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-02-18",,,,,,,"0.00",,"0.0",,,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-02-19",,,,,,,"0.00",,"0.0",,,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-02-20",,,,,,,"0.15",,"0.0",,,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-02-21",,,,,,,"0.00",,"0.0",,,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-02-22",,,,,,,"0.00",,"0.0",,,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-02-23",,,,,,,"0.01",,"0.0",,,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-02-24",,,,,,,"0.29",,"0.0",,,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-02-25",,,,,,,"0.00",,"0.0",,,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-02-26",,,,,,,"0.00",,"0.0",,,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-02-28",,,,,,,"0.02",,"0.0",,,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-01",,,,,,,"0.01",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-02",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-03",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-05",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-06",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-07",,,,,,,"0.05",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-08",,,,,,,"0.55",,"0.2",,,,,,,,,,"0.1",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-09",,,,,,,"0.20",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-10",,,,,,,"0.00",,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-11",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-12",,,,,,,"0.01",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-13",,,,,,,"0.54",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-14",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-15",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-16",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-17",,,,,,,"0.08",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-18",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-22",,"    4",,"0.65",,,,,,"0.0",,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-23",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-24",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-25",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-26",,,,,,,"0.35",,,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-27",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-28",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-29",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-30",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-03-31",,,,,,,"0.00",,"0.0",,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-04-01",,,,,,,"0.21",,"0.0","0.0",,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-04-02",,,,,,,"0.01",,"0.0","0.0",,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-04-03",,,,,,,"0.00",,"0.0","0.0",,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-04-04",,,,,,,"0.00",,"0.0","0.0",,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-04-05",,,,,,,"0.02",,"0.0","0.0",,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-04-06",,,,,,,"0.00",,"0.0","0.0",,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-04-07",,,,,,,"0.00",,"0.0","0.0",,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-04-08",,,,,,,"0.00",,"0.0","0.0",,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-04-09",,,,,,,"0.00",,"0.0","0.0",,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-04-10",,,,,,,"0.00",,"0.0","0.0",,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-04-11",,,,,,,"0.70",,"0.0","0.0",,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-04-12",,,,,,,"0.00",,"0.0","0.0",,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-04-13",,,,,,,"0.93",,"0.0","0.0",,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-04-14",,,,,,,"0.00",,"0.0","0.0",,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-04-15",,,,,,,"0.00",,"0.0","0.0",,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-04-16",,,,,,,"0.00",,"0.0","0.0",,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-04-17",,,,,,,"0.01",,"0.0","0.0",,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-04-18",,,,,,,"0.00",,"0.0","0.0",,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-04-19",,,,,,,"0.01",,"0.0","0.0",,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-04-20",,,,,,,"0.21",,"0.0","0.0",,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-04-21",,,,,,,"0.00",,"0.0","0.0",,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-04-22",,,,,,,"0.00",,"0.0","0.0",,,,,,,,"0.0","0.0",,,,,,,,,,,,,,,,,,,
